Datum,Kategorie,Name,Studierendenpreis,Preis andere,Nutriscore,Krokette
2024-06-18,Essen 2,Rotbarschfilet mit Rahmgemüse,"2,20 €","4,29 €",A,0
2024-06-18,Vegan,Backkartoffel mit Blattspinat und Kirschtomaten gefüllt,"1,96 €","3,82 €",A,0
2024-06-18,Wok-/Grill,"Quinoa Avocado Bowl ""Grüner geht immer""","3,44 €","5,31 €",A,0
2024-06-18,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-06-18,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-06-18,Dessert 2,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,0
2024-06-18,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-06-18,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-06-18,Gemüse 2,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-06-18,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-06-18,Suppe,Champignonsuppe,"0,54 €","1,05 €",A,0
2024-06-19,Eintopf,"Möhren ""Durcheinander""","1,78 €","3,47 €",A,0
2024-06-19,Essen 1,Semmelknödel mit Waldpilzen,"1,92 €","3,74 €",B,0
2024-06-19,Essen 2,"""Pulled-Porkpfanne BBQ"" mit Paprika und Zwiebeln","2,34 €","4,56 €",A,0
2024-06-19,Vegan,Hausgemachte Linsenlasagne mit Tomatensoße,"2,22 €","4,39 €",A,0
2024-06-19,Wok-/Grill,Grünkern Bowl mit gekochtem Ei und Hähnchenbrust,"4,24 €","6,11 €",A,0
2024-06-19,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-06-19,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-06-19,Dessert 2,Quark mit Erdbeeren,"0,72 €","1,40 €",A,0
2024-06-19,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-06-19,Gemüse 1,Erbsen,"0,48 €","0,94 €",A,0
2024-06-19,Gemüse 2,Mexicogemüse,"0,64 €","1,25 €",A,0
2024-06-19,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-06-19,Suppe,Brokkolisuppe,"0,52 €","1,01 €",A,0
2024-06-20,Eintopf,"Afrikanischer Ananas-Erdnuß-Eintopf ""planted.""","2,56 €","4,99 €",A,0
2024-06-20,Essen 1,"Penne ""Mykonos"" mit Gemüse und Hirtenkäse","1,66 €","3,24 €",A,0
2024-06-20,Essen 2,Geplatzte Wirsingroulade mit Jus,"2,04 €","3,98 €",A,0
2024-06-20,Vegan,"Pommes frites ""Street Food Style"" mit Sojabolognese","2,06 €","4,01 €",A,0
2024-06-20,Wok-/Grill,Tofino-Surfbowl mit glasiertem Lachs,"6,20 €","8,07 €",A,0
2024-06-20,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-06-20,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-06-20,Dessert 2,Rote Grütze mit Vanillesoße,"0,60 €","1,20 €",C,0
2024-06-20,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-06-20,Gemüse 1,Fingerkarotten,"0,44 €","0,86 €",A,0
2024-06-20,Gemüse 2,Blumenkohl,"0,44 €","0,86 €",A,0
2024-06-20,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-06-20,Suppe,Tomatencremesuppe,"0,56 €","1,09 €",B,0
2024-06-21,Eintopf,Unser Bestseller: Ungarische Gulaschsuppe,"3,28 €","6,40 €",A,0
2024-06-21,Essen 1,Süßer Germknödel mit warmer Vanillesoße und Waldbeeren,"1,68 €","3,28 €",B,0
2024-06-21,Essen 2,Zwei Kutterfrikadellen mit Remouladensoße,"2,20 €","4,29 €",D,0
2024-06-21,Vegan,Gnocchi-Gyros-Pfanne mit Zaziki,"1,72 €","3,35 €",A,0
2024-06-21,Wok-/Grill,"Bunte Taco-Bowl ""al Pastor""","5,46 €","7,33 €",A,0
2024-06-21,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-06-21,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-06-21,Dessert 1,Blaubeerjoghurt,"0,64 €","1,25 €",C,0
2024-06-21,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-06-21,Gemüse 1,Romanobohnen,"0,52 €","1,01 €",A,0
2024-06-21,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-06-21,Suppe,Asiatische Gemüsesuppe,"0,62 €","1,21 €",A,0
2024-06-24,Eintopf,Eintopf von grünen Bohnen,"1,72 €","3,35 €",A,0
2024-06-24,Essen 1,Gefüllte Gnocchi mit Ajvarsoße und gebratenen Paprikastreifen,"2,34 €","4,56 €",B,0
2024-06-24,Essen 2,Paniertes Hähnchenschnitzel mit Rahmsoße,"2,19 €","4,28 €",B,0
2024-06-24,Vegan,"Kartoffel-Gemüsepfanne mit Falaffelbällchen, Cashewkernen und Koriander","1,95 €","3,80 €",A,0
2024-06-24,Wok-/Grill,"""FreeStyl""Veranstaltung","2,40 €","4,68 €",C,0
2024-06-24,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-06-24,Beilage 2,Kroketten,"0,61 €","1,19 €",C,1
2024-06-24,Dessert 1,Joghurt mit Kirschen,"0,40 €","0,80 €",C,0
2024-06-24,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-06-24,Gemüse 1,Rahmkohlrabi,"0,44 €","0,86 €",A,0
2024-06-24,Gemüse 2,Blumenkohl,"0,44 €","0,86 €",A,0
2024-06-24,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-06-24,Suppe,Karotten-Ingwersuppe,"0,39 €","0,76 €",A,0
2024-06-25,Eintopf,Spitzkohleintopf,"1,83 €","3,56 €",A,0
2024-06-25,Essen 1,Spaghetti mit einer rauchigen Speck-Sahnesoße,"1,65 €","3,22 €",B,0
2024-06-25,Essen 2,Gebratenes Buntbarschfilet mit Lauchrahmsoße,"2,20 €","4,28 €",B,0
2024-06-25,Vegan,Seitan Ragout mit Mischpilzen und Vollkornnudeln,"2,14 €","4,17 €",A,0
2024-06-25,Wok-/Grill,"""FreeStyle"" Veranstaltung","3,61 €","7,03 €",B,0
2024-06-25,Beilage 1,Rosmarinkartoffeln,"0,62 €","1,21 €",A,0
2024-06-25,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-06-25,Dessert 1,Vanillepudding,"0,40 €","0,80 €",C,0
2024-06-25,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-06-25,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-06-25,Gemüse 2,Brokkoli,"0,76 €","1,48 €",A,0
2024-06-25,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-06-25,Suppe,Blumenkohlrahmsuppe,"0,54 €","1,05 €",A,0
2024-07-01,Essen 1,"Tortelloni ""Mediterraneo"" mit Kirschtomaten und Sonnenblumenkernen","2,26 €","4,41 €",A,0
2024-07-01,Essen 2,Paniertes Putenschnitzel mit Geflügelsoße,"2,40 €","4,68 €",A,0
2024-07-01,Essen 3,"""Kommse vonne Schicht, watt Schöneres gibbet nich"" als unsere: Currywurst","1,80 €","3,51 €",C,0
2024-07-01,Vegan,"Bulgur-Gemüsepfanne ""Sweet Chili"" mit Grünkohl-Hanfbällchen","2,48 €","4,84 €",A,0
2024-07-01,Wok-/Grill,"Frisch, gegrillte Schweinefiletmedaillons mit Speckböhnchen und Gnocchi","5,08 €","6,95 €",A,0
2024-07-01,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-01,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-07-01,Beilage 3,Nudeln mit Gemüse,"0,54 €","1,05 €",A,0
2024-07-01,Dessert 1,Zitronenquark,"0,44 €","0,86 €",A,0
2024-07-01,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-01,Gemüse 1,Mischgemüse in Sojarahm,"0,58 €","1,13 €",A,0
2024-07-01,Gemüse 2,Erbsen,"0,48 €","0,94 €",A,0
2024-07-01,Gemüse 3,Rosmarinkartoffeln,"0,62 €","1,21 €",A,0
2024-07-01,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-01,Suppe,Karotten-Ingwersuppe,"0,40 €","0,78 €",A,0
2024-07-02,Eintopf,"Hackfleischeintopf ""Budapest"" mit Kartoffeln und Paprika","2,92 €","5,68 €",A,0
2024-07-02,Essen 1,Gnocchiauflauf mit Blattspinat und Tomate,"2,18 €","4,25 €",A,0
2024-07-02,Essen 2,Gebratenes Tilapiafilet mit Kokos-Curry-Gemüse,"2,42 €","4,72 €",A,0
2024-07-02,Essen 3,"Orientalischer Falafel-Bowl Taboulé, Paprika, Pilze, Koriander, Couscous, Fladenbrot, Hummus, würzige Falafelbällchen und veganer Joghurt-Dip","5,60 €","7,47 €",A,0
2024-07-02,Vegan,"Veganes "" No-Chicken"" Frikassee","1,84 €","3,59 €",A,0
2024-07-02,Wok-/Grill,"Orientalischer Chicken-Bowl Taboulé, Paprika, Pilze, Koriander, Couscous, Fladenbrot, Mandeln, Hummus, marinierte Chicken-Wings und Joghurt-Dip","6,20 €","8,07 €",A,0
2024-07-02,Beilage 1,Nudeln,"0,40 €","0,78 €",A,0
2024-07-02,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-07-02,Dessert 1,Waldbeerjoghurt,"0,46 €","0,90 €",B,0
2024-07-02,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-02,Gemüse 1,Sommergemüse,"0,44 €","0,86 €",A,0
2024-07-02,Gemüse 2,Brokkoli,"0,76 €","1,48 €",A,0
2024-07-02,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-02,Suppe,Tandoori Gemüsesuppe,"0,52 €","1,01 €",A,0
2024-07-03,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,90 €","3,71 €",A,0
2024-07-03,Essen 1,Schupfnudel-Poutine,"2,40 €","4,68 €",B,0
2024-07-03,Essen 2,Hausgemachte Bifteki-Frikadelle mit Hirtenkäsefüllung und Zaziki,"2,60 €","5,07 €",B,0
2024-07-03,Essen 3,"""Jägergulasch"" - Schweinegulasch mit Speck und Champignons in Weißwein-Sahnesoße","2,56 €","4,99 €",B,0
2024-07-03,Vegan,"Vollkornspaghetti mit Mangold, Kirschtomaten und gerösteten Sonnenblumenkernen","1,64 €","3,20 €",A,0
2024-07-03,Wok-/Grill,"Sucuk-Pasta Frische bunte Bandnudeln mit kräftig gewürzten Sucuk-würfeln, Zwiebeln und Tomatensoße","4,14 €","6,01 €",D,0
2024-07-03,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-07-03,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-03,Beilage 3,Gnocchi,"0,92 €","1,79 €",A,0
2024-07-03,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,0
2024-07-03,Dessert 2,Waldbeerjoghurt,"0,46 €","0,90 €",B,0
2024-07-03,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-03,Gemüse 1,Rustica Karotten,"0,64 €","1,25 €",A,0
2024-07-03,Gemüse 2,Ratatouille Gemüse,"0,48 €","0,94 €",A,0
2024-07-03,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-03,Suppe,Kräutersuppe,"0,42 €","0,82 €",B,0
2024-07-04,Eintopf,Blumenkohl-Curry-Topf mit Kokosmilch,"1,66 €","3,24 €",A,0
2024-07-04,Essen 1,"Reisnudelpfanne ""Olymp"" - Reisnudeln mit mediterranem Gemüse und Weißkäse","1,82 €","3,55 €",A,0
2024-07-04,Essen 2,Natur gebratenes Stielkotelett mit Schmorzwiebeln und Jus,"2,52 €","4,91 €",A,0
2024-07-04,Vegan,Hausgemachte Linsenlasagne mit Tomatensoße,"2,22 €","4,33 €",A,0
2024-07-04,Wok-/Grill,"Kurzgebratene, ausgelöste Hähnchenkeule mit Erdnusssoße und Risi Bisi","4,42 €","6,29 €",A,0
2024-07-04,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-04,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-07-04,Dessert 1,Pfirsichquark,"0,62 €","1,21 €",A,0
2024-07-04,Dessert 2,Schokopudding,"0,60 €","1,17 €",C,0
2024-07-04,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-04,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-07-04,Gemüse 2,Buntes Gemüse mit Kichererbsen,"0,76 €","1,48 €",A,0
2024-07-04,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-04,Suppe,Kartoffelsuppe,"0,46 €","0,90 €",A,0
2024-07-05,Eintopf,Ribollita - Toskanischer Bauerntopf,"1,82 €","3,55 €",A,0
2024-07-05,Essen 1,Gebackenes Käseschnitzel mit Kräutersoße,"2,48 €","4,84 €",D,0
2024-07-05,Essen 2,Alaska-Seelachsfilet in Eihülle und Senf-Dillsoße,"2,64 €","5,15 €",A,0
2024-07-05,Vegan,Gebratene Aubergine mit Tabouleh und Soja-Minzdip,"1,72 €","3,25 €",A,0
2024-07-05,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-07-05,Beilage 2,Nudeln,"0,40 €","0,78 €",A,0
2024-07-05,Dessert 1,Joghurt mit Müsli,"0,43 €","0,84 €",B,0
2024-07-05,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-05,Gemüse 1,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,0
2024-07-05,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-05,Suppe,Curry-Rahmsuppe,"0,52 €","1,01 €",A,0
2024-07-08,Eintopf,Lauchrahmtopf mit Kartoffelwürfeln und Suppengemüse,"1,62 €","3,16 €",A,0
2024-07-08,Essen 1,"Kartoffelnudeln mit Kraut, Paprikastreifen und Speck","1,94 €","3,78 €",A,0
2024-07-08,Essen 2,Gebratene Hähnchenbrust mit Paprikarahmsoße,"2,56 €","4,99 €",A,0
2024-07-08,Vegan,Frische Kartoffelknödel mit Champignons in Sojarahm,"2,56 €","4,99 €",A,0
2024-07-08,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-07-08,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-07-08,Dessert 1,Vanillepudding,"0,60 €","1,17 €",C,0
2024-07-08,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-08,Gemüse 1,Karottenscheiben,"0,34 €","0,66 €",A,0
2024-07-08,Gemüse 2,Erbsen,"0,48 €","0,94 €",A,0
2024-07-08,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-08,Suppe,Kohlrabicremesuppe,"0,50 €","0,98 €",A,0
2024-07-09,Eintopf,Süßkartoffel-Tomaten-Eintopf,"1,70 €","3,32 €",A,0
2024-07-09,Essen 1,Fleischbällchen mit Paprika-Zwiebeln-Erbsengemüse und Ajvar,"2,52 €","4,91 €",A,0
2024-07-09,Essen 2,Gebratenes Rotbarschfilet mit Lauchrahmsoße,"2,56 €","4,99 €",B,0
2024-07-09,Vegan,Jackfruit-Ragout mit frischen Wiesenchampignons,"1,66 €","3,24 €",A,0
2024-07-09,Wok-/Grill,"""Pimp Your Burger"" - Rindfleischpatty mit Salat, unserer Haussoße, Pommes frites und Toppings nach Wahl","6,04 €","7,91 €",D,0
2024-07-09,Beilage 1,Nudeln,"0,40 €","0,78 €",A,0
2024-07-09,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-07-09,Dessert 1,Milchreis mit Zimt und Zucker,"0,72 €","1,40 €",C,0
2024-07-09,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-09,Gemüse 1,Romanobohnen,"0,52 €","1,01 €",A,0
2024-07-09,Gemüse 2,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,0
2024-07-09,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-09,Suppe,Tomatensuppe,"0,40 €","0,78 €",A,0
2024-07-10,Eintopf,Unser Bestseller: Ungarische Gulaschsuppe,"3,16 €","6,16 €",A,0
2024-07-10,Essen 1,Nudel- Gemüseauflauf auf Tomatensugo,"2,22 €","4,33 €",A,0
2024-07-10,Essen 2,Knusprig gebratener Schweinebauch mit Zwiebel-Apfelragout,"2,30 €","4,49 €",D,0
2024-07-10,Vegan,"Kichererbsencurry mit Spinat, Blumenkohl, Wurzelgemüse und Reis","1,88 €","3,67 €",A,0
2024-07-10,Wok-/Grill,Piccata alla milanese Paniertes Schnitzel mit Parmesan und Spaghetti in Tomatensoße,"3,16 €","5,03 €",A,0
2024-07-10,Beilage 1,Schwenkkartoffeln,"0,64 €","1,25 €",B,0
2024-07-10,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-07-10,Dessert 1,Pfirsichjoghurt,"0,52 €","1,01 €",C,0
2024-07-10,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-10,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-07-10,Gemüse 2,Brokkoli,"0,76 €","1,48 €",A,0
2024-07-10,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-10,Suppe,Pürierte Erbsensuppe,"0,56 €","1,09 €",A,0
2024-07-11,Eintopf,Erbseneintopf,"1,72 €","3,35 €",A,0
2024-07-11,Essen 1,Schwenkkartoffelpfanne mit Gemüse und Kräuter-Quark,"1,74 €","3,39 €",A,0
2024-07-11,Essen 2,"""Jägergulasch"" - Schweinegulasch mit Speck und Champignons in Weißwein-Sahnesoße","2,52 €","4,91 €",B,0
2024-07-11,Vegan,"Veggie-Gyros ""Akropolis"" mit Zaziki","1,62 €","3,16 €",A,0
2024-07-11,Wok-/Grill,"Hausgemachte Lasagne al forno, Rindfleisch mit Wurzelgemüse, Tomatensoße und Salat","3,69 €","5,56 €",B,0
2024-07-11,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-11,Beilage 2,Nudeln mit Gemüse,"0,52 €","1,01 €",A,0
2024-07-11,Dessert 1,Erdbeercremejoghurt,"0,46 €","0,90 €",B,0
2024-07-11,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-11,Gemüse 1,Balkangemüse,"0,46 €","0,90 €",A,0
2024-07-11,Gemüse 2,Blumenkohl,"0,44 €","0,86 €",A,0
2024-07-11,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-11,Suppe,Apfel-Kürbissuppe,"0,54 €","1,05 €",B,0
2024-07-12,Eintopf,"Gemüseeintopf ""Pichelsteiner Art""","1,54 €","3,00 €",A,0
2024-07-12,Essen 1,"""Tortilla Española"" Spanisches Kartoffelomelette mit Paprika und Kirschtomaten","1,96 €","3,82 €",A,0
2024-07-12,Essen 2,"Fischfiletstreifen ""Kibbeling"" mit Zitronen-Mayonnaise","2,32 €","4,52 €",C,0
2024-07-12,Vegan,Frisches Grillgemüse mit Kartoffeln aus dem Ofen,"2,32 €","4,52 €",B,0
2024-07-12,Wok-/Grill,"Großes Schweineschnitzel ""Holsteiner Art"" mit Schmorzwiebeln, Spiegelei und Pommes frites","5,01 €","6,88 €",A,0
2024-07-12,Beilage 1,Kartoffeln,"0,56 €","1,09 €",A,0
2024-07-12,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-12,Dessert 1,Quark mit Mandarinen,"0,52 €","1,01 €",A,0
2024-07-12,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-12,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-07-12,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-12,Suppe,Blumenkohlrahmsuppe,"0,54 €","1,05 €",A,0
2024-07-15,Eintopf,"""planted. Chicken"" Eintopf mit Curry und Gemüse","2,34 €","4,56 €",A,0
2024-07-15,Essen 1,Kartoffelgnocchi mit frischem Gemüse und Kräuter-Sahnesoße,"1,98 €","3,86 €",A,0
2024-07-15,Essen 2,"Putengulasch ""Süß-Sauer"" mit Koriander","2,40 €","4,68 €",A,0
2024-07-15,Vegan,"Orientalische Couscouspfanne mit Gemüse, Mango, Rosinen, Nüssen und Soja-Joghurtdip","1,96 €","3,82 €",A,0
2024-07-15,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-15,Beilage 2,Penne Rigate mit Gemüse,"0,47 €","0,91 €",A,0
2024-07-15,Dessert 1,Joghurt mit Kirschen,"0,59 €","1,14 €",C,0
2024-07-15,Dessert 2,Schokopudding,"0,60 €","1,17 €",C,0
2024-07-15,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-15,Gemüse 1,Cordial Mischgemüse,"0,60 €","1,17 €",A,0
2024-07-15,Gemüse 2,Pariser Karotten,"0,66 €","1,29 €",A,0
2024-07-15,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-15,Suppe,Gemüsecremesuppe,"0,42 €","0,82 €",B,0
2024-07-16,Eintopf,Wirsingeintopf,"2,24 €","4,37 €",A,0
2024-07-16,Essen 1,"Schupfnudeln mit karamellisierten Äpfeln, Ahornsirup und Vanillesoße","2,46 €","4,80 €",C,0
2024-07-16,Essen 2,Gebratenes Tilapiafilet mit Meerrettich-Sahnesoße,"2,34 €","4,56 €",A,0
2024-07-16,Vegan,"""Chili con Soja"" mit Kidneybohnen, Mais und Fladenbrot","1,90 €","3,71 €",A,0
2024-07-16,Wok-/Grill,"""Pimp Your Burger"" - Mariniertes Hähchenbrustfilet mit Cole Slaw, Süßkartoffelpommes und Toppings nach Wahl","5,40 €","7,27 €",B,0
2024-07-16,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-07-16,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-07-16,Dessert 1,Buttermilchdessert mit Erdbeeren,"0,63 €","1,24 €",A,0
2024-07-16,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-16,Gemüse 1,Mischgemüse,"0,64 €","1,25 €",A,0
2024-07-16,Gemüse 2,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,0
2024-07-16,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-16,Suppe,Blumenkohlrahmsuppe,"0,53 €","1,03 €",A,0
2024-07-17,Eintopf,Mediterraner Tomaten-Zucchini-Eintopf,"1,62 €","3,16 €",A,0
2024-07-17,Essen 1,Blumenkohl-Brokkoligratin mit Béchamelsoße,"1,76 €","3,43 €",A,0
2024-07-17,Essen 2,Gebackener Hackbraten mit Balkansoße,"2,54 €","4,95 €",A,0
2024-07-17,Vegan,Pikante Sesamnudeln mit asiatischem Pfannengemüse,"1,98 €","3,86 €",A,0
2024-07-17,Wok-/Grill,"Pyttipanna Gebratene Kartoffeln mit Speck, frischen Kräutern, Spiegelei und rote Bete","3,08 €","4,95 €",A,0
2024-07-17,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-07-17,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-07-17,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,0
2024-07-17,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-17,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-07-17,Gemüse 2,Mexicogemüse,"0,64 €","1,25 €",A,0
2024-07-17,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-17,Suppe,Champignonsuppe,"0,55 €","1,08 €",A,0
2024-07-18,Eintopf,Gartengemüse-Eintopf mit Nudeln,"1,86 €","3,63 €",A,0
2024-07-18,Essen 1,Zwei Spinatknödel mit Kräuter-Zwiebelsoße,"2,00 €","3,90 €",A,0
2024-07-18,Essen 2,"Spaghetti ""Bolognese""","2,30 €","4,49 €",A,0
2024-07-18,Vegan,"Rote Bete Gnocchis mit Gemüse, Champignons und gehackten Walnüssen","1,98 €","3,86 €",A,0
2024-07-18,Wok-/Grill,"""Fish & Chips"" - Backfisch mit Erbsenpüree und Pommes frites","3,12 €","4,99 €",A,0
2024-07-18,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-18,Beilage 2,Reis mit Erbsen,"0,62 €","1,21 €",A,0
2024-07-18,Dessert 1,Mangoquark,"0,64 €","1,24 €",A,0
2024-07-18,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-18,Gemüse 1,Delikatessbohnen,"0,43 €","0,84 €",A,0
2024-07-18,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,0
2024-07-18,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-18,Suppe,Brokkolisuppe,"0,72 €","1,40 €",A,0
2024-07-19,Eintopf,Eintopf von grünen Bohnen,"1,72 €","3,35 €",A,0
2024-07-19,Essen 1,"One Pot aus dem Ofen mit Kartoffeln, Gemüse und Cheddar","1,90 €","3,71 €",A,0
2024-07-19,Essen 2,Zwei Kutterfrikadellen mit Remouladensoße,"2,18 €","4,25 €",D,0
2024-07-19,Vegan,Bunte Tortellini-Gemüsepfanne mit Tomatensoße,"2,22 €","4,33 €",A,0
2024-07-19,Wok-/Grill,"""Plant-based Schnitzel vom Feld"" mit frischen Rahmchampignons, Pommes frites und Salat","5,54 €","7,41 €",A,0
2024-07-19,Beilage 1,Couscous,"0,44 €","0,86 €",A,0
2024-07-19,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-07-19,Dessert 1,Joghurt mit Ananas,"0,52 €","1,01 €",B,0
2024-07-19,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-19,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-07-19,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-19,Suppe,Rote Linsen-Kartoffelsuppe,"0,56 €","1,10 €",A,0
2024-07-22,Eintopf,"Hackfleischeintopf ""Budapest"" mit Kartoffeln und Paprika","2,92 €","5,69 €",A,0
2024-07-22,Essen 1,"Rösti ""Caprese"" mit Tomaten und Mozzarella überbacken","2,20 €","4,29 €",B,0
2024-07-22,Essen 2,"Holländische ""Frikandel Spezial"" mit Curryketchup, Mayonnaise und feinen Zwiebeln","1,72 €","3,35 €",C,0
2024-07-22,Vegan,Gebratene schwäbische Maultaschen mit Mischgemüse,"2,14 €","4,17 €",A,0
2024-07-22,Wok-/Grill,"Frische, bunte Bandnudeln mit Rucola-Pesto, Kirschtomaten und Schweinefiletstreifen","5,16 €","7,03 €",A,0
2024-07-22,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-07-22,Beilage 2,Schwenkkartoffeln,"0,64 €","1,25 €",B,0
2024-07-22,Dessert 1,Joghurt mit Ananas,"0,52 €","1,01 €",B,0
2024-07-22,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-07-22,Gemüse 1,Brokkoli,"0,76 €","1,48 €",A,0
2024-07-22,Gemüse 2,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-07-22,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-07-22,Suppe,Kartoffelsuppe,"0,42 €","0,82 €",A,0
2024-07-23,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,90 €","3,71 €",A,0
2024-07-23,Essen 1,Spaghetti al Limone mit gerösteten Mandeln und Parmesan,"1,74 €","3,39 €",B,0
